# {"date": "2014-05-12T09:50:55.080000", "MAC": "98:D3:31:B2:11:57", "ChannelsOrder": ["SeqN", "Digital0", "Digital1", "Digital2", "Digital3", "ECG"]}
0	1	1	1	1	540
1	1	1	1	1	499
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	483
5	1	1	1	1	483
6	1	1	1	1	483
7	1	1	1	1	465
8	1	1	1	1	423
9	1	1	1	1	542
10	1	1	1	1	1021
11	1	1	1	1	1021
12	1	1	1	1	819
13	1	1	1	1	216
14	1	1	1	1	579
15	1	1	1	1	481
0	1	1	1	1	467
1	1	1	1	1	499
2	1	1	1	1	484
3	1	1	1	1	504
4	1	1	1	1	504
5	1	1	1	1	513
6	1	1	1	1	524
7	1	1	1	1	536
8	1	1	1	1	550
9	1	1	1	1	587
10	1	1	1	1	601
11	1	1	1	1	603
12	1	1	1	1	620
13	1	1	1	1	615
14	1	1	1	1	619
15	1	1	1	1	620
0	1	1	1	1	625
1	1	1	1	1	619
2	1	1	1	1	600
3	1	1	1	1	575
4	1	1	1	1	557
5	1	1	1	1	538
6	1	1	1	1	523
7	1	1	1	1	516
8	1	1	1	1	505
9	1	1	1	1	515
10	1	1	1	1	513
11	1	1	1	1	513
12	1	1	1	1	513
13	1	1	1	1	521
14	1	1	1	1	519
15	1	1	1	1	519
0	1	1	1	1	519
1	1	1	1	1	526
2	1	1	1	1	521
3	1	1	1	1	524
4	1	1	1	1	515
5	1	1	1	1	515
6	1	1	1	1	507
7	1	1	1	1	515
8	1	1	1	1	507
9	1	1	1	1	515
10	1	1	1	1	509
11	1	1	1	1	511
12	1	1	1	1	505
13	1	1	1	1	511
14	1	1	1	1	502
15	1	1	1	1	513
0	1	1	1	1	531
1	1	1	1	1	553
2	1	1	1	1	558
3	1	1	1	1	583
4	1	1	1	1	579
5	1	1	1	1	560
6	1	1	1	1	515
7	1	1	1	1	494
8	1	1	1	1	489
9	1	1	1	1	489
10	1	1	1	1	480
11	1	1	1	1	489
12	1	1	1	1	476
13	1	1	1	1	423
14	1	1	1	1	496
15	1	1	1	1	903
0	1	1	1	1	1021
1	1	1	1	1	971
2	1	1	1	1	190
