# {"date": "2014-05-12T09:39:06.604000", "MAC": "98:D3:31:B2:11:57", "ChannelsOrder": ["SeqN", "Digital0", "Digital1", "Digital2", "Digital3", "ECG"]}
0	1	1	1	1	540
1	1	1	1	1	579
2	1	1	1	1	575
3	1	1	1	1	615
4	1	1	1	1	615
5	1	1	1	1	641
6	1	1	1	1	639
7	1	1	1	1	655
8	1	1	1	1	644
9	1	1	1	1	648
10	1	1	1	1	611
11	1	1	1	1	588
12	1	1	1	1	547
13	1	1	1	1	540
14	1	1	1	1	504
15	1	1	1	1	511
0	1	1	1	1	487
1	1	1	1	1	505
2	1	1	1	1	487
3	1	1	1	1	508
4	1	1	1	1	495
5	1	1	1	1	519
6	1	1	1	1	500
7	1	1	1	1	519
8	1	1	1	1	505
9	1	1	1	1	523
10	1	1	1	1	504
11	1	1	1	1	523
12	1	1	1	1	502
13	1	1	1	1	519
14	1	1	1	1	502
15	1	1	1	1	513
0	1	1	1	1	496
1	1	1	1	1	513
2	1	1	1	1	499
3	1	1	1	1	515
4	1	1	1	1	498
5	1	1	1	1	515
6	1	1	1	1	499
7	1	1	1	1	515
8	1	1	1	1	499
9	1	1	1	1	519
10	1	1	1	1	503
11	1	1	1	1	518
12	1	1	1	1	510
13	1	1	1	1	519
14	1	1	1	1	504
15	1	1	1	1	519
0	1	1	1	1	519
1	1	1	1	1	552
2	1	1	1	1	548
3	1	1	1	1	579
4	1	1	1	1	583
5	1	1	1	1	569
6	1	1	1	1	536
7	1	1	1	1	515
8	1	1	1	1	497
9	1	1	1	1	499
10	1	1	1	1	484
11	1	1	1	1	496
12	1	1	1	1	481
13	1	1	1	1	438
14	1	1	1	1	476
15	1	1	1	1	816
0	1	1	1	1	1021
1	1	1	1	1	1021
2	1	1	1	1	350
3	1	1	1	1	397
4	1	1	1	1	561
5	1	1	1	1	435
6	1	1	1	1	480
7	1	1	1	1	476
8	1	1	1	1	481
9	1	1	1	1	496
10	1	1	1	1	492
11	1	1	1	1	507
12	1	1	1	1	512
13	1	1	1	1	527
14	1	1	1	1	537
15	1	1	1	1	556
0	1	1	1	1	564
1	1	1	1	1	588
2	1	1	1	1	600
3	1	1	1	1	608
4	1	1	1	1	625
5	1	1	1	1	629
6	1	1	1	1	627
7	1	1	1	1	624
8	1	1	1	1	606
9	1	1	1	1	563
10	1	1	1	1	540
11	1	1	1	1	511
12	1	1	1	1	496
13	1	1	1	1	489
14	1	1	1	1	483
15	1	1	1	1	487
0	1	1	1	1	481
1	1	1	1	1	481
2	1	1	1	1	489
3	1	1	1	1	492
4	1	1	1	1	494
5	1	1	1	1	502
6	1	1	1	1	504
7	1	1	1	1	504
8	1	1	1	1	507
9	1	1	1	1	504
10	1	1	1	1	503
11	1	1	1	1	496
12	1	1	1	1	504
13	1	1	1	1	496
14	1	1	1	1	494
15	1	1	1	1	499
0	1	1	1	1	504
1	1	1	1	1	495
2	1	1	1	1	504
3	1	1	1	1	495
4	1	1	1	1	499
5	1	1	1	1	496
6	1	1	1	1	497
7	1	1	1	1	497
8	1	1	1	1	507
9	1	1	1	1	496
10	1	1	1	1	497
11	1	1	1	1	504
12	1	1	1	1	504
13	1	1	1	1	505
14	1	1	1	1	504
15	1	1	1	1	511
0	1	1	1	1	527
1	1	1	1	1	537
2	1	1	1	1	542
3	1	1	1	1	568
4	1	1	1	1	567
5	1	1	1	1	542
6	1	1	1	1	516
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	491
12	1	1	1	1	451
13	1	1	1	1	423
14	1	1	1	1	646
15	1	1	1	1	1021
0	1	1	1	1	1021
1	1	1	1	1	780
2	1	1	1	1	177
3	1	1	1	1	552
4	1	1	1	1	481
5	1	1	1	1	455
6	1	1	1	1	489
7	1	1	1	1	476
8	1	1	1	1	499
9	1	1	1	1	504
10	1	1	1	1	519
11	1	1	1	1	520
12	1	1	1	1	551
13	1	1	1	1	539
14	1	1	1	1	575
15	1	1	1	1	574
0	1	1	1	1	600
1	1	1	1	1	608
2	1	1	1	1	636
3	1	1	1	1	632
4	1	1	1	1	655
5	1	1	1	1	635
6	1	1	1	1	652
7	1	1	1	1	606
8	1	1	1	1	600
9	1	1	1	1	555
10	1	1	1	1	544
11	1	1	1	1	512
12	1	1	1	1	508
13	1	1	1	1	499
14	1	1	1	1	511
15	1	1	1	1	487
0	1	1	1	1	508
1	1	1	1	1	500
2	1	1	1	1	510
3	1	1	1	1	499
4	1	1	1	1	508
5	1	1	1	1	494
6	1	1	1	1	516
7	1	1	1	1	499
8	1	1	1	1	515
9	1	1	1	1	499
10	1	1	1	1	511
11	1	1	1	1	496
12	1	1	1	1	507
13	1	1	1	1	491
14	1	1	1	1	511
15	1	1	1	1	487
0	1	1	1	1	504
1	1	1	1	1	492
2	1	1	1	1	508
3	1	1	1	1	487
4	1	1	1	1	508
5	1	1	1	1	496
6	1	1	1	1	505
7	1	1	1	1	491
8	1	1	1	1	519
9	1	1	1	1	504
10	1	1	1	1	551
11	1	1	1	1	527
12	1	1	1	1	568
13	1	1	1	1	568
14	1	1	1	1	564
15	1	1	1	1	511
0	1	1	1	1	513
1	1	1	1	1	473
2	1	1	1	1	505
3	1	1	1	1	483
4	1	1	1	1	491
5	1	1	1	1	462
6	1	1	1	1	432
7	1	1	1	1	504
8	1	1	1	1	982
9	1	1	1	1	1021
10	1	1	1	1	1006
11	1	1	1	1	233
12	1	1	1	1	451
13	1	1	1	1	507
14	1	1	1	1	448
15	1	1	1	1	462
0	1	1	1	1	480
1	1	1	1	1	462
2	1	1	1	1	496
3	1	1	1	1	476
4	1	1	1	1	508
5	1	1	1	1	502
6	1	1	1	1	536
7	1	1	1	1	519
8	1	1	1	1	561
9	1	1	1	1	555
10	1	1	1	1	595
11	1	1	1	1	583
12	1	1	1	1	615
13	1	1	1	1	595
14	1	1	1	1	624
15	1	1	1	1	588
0	1	1	1	1	601
1	1	1	1	1	543
2	1	1	1	1	542
3	1	1	1	1	491
4	1	1	1	1	499
5	1	1	1	1	457
6	1	1	1	1	480
7	1	1	1	1	449
8	1	1	1	1	472
9	1	1	1	1	444
10	1	1	1	1	480
11	1	1	1	1	448
12	1	1	1	1	479
13	1	1	1	1	457
14	1	1	1	1	480
15	1	1	1	1	455
0	1	1	1	1	480
1	1	1	1	1	455
2	1	1	1	1	476
3	1	1	1	1	448
4	1	1	1	1	481
5	1	1	1	1	447
6	1	1	1	1	473
7	1	1	1	1	444
8	1	1	1	1	471
9	1	1	1	1	444
10	1	1	1	1	475
11	1	1	1	1	440
12	1	1	1	1	483
13	1	1	1	1	480
14	1	1	1	1	513
15	1	1	1	1	507
0	1	1	1	1	555
1	1	1	1	1	497
2	1	1	1	1	496
3	1	1	1	1	440
4	1	1	1	1	457
5	1	1	1	1	423
6	1	1	1	1	456
7	1	1	1	1	423
8	1	1	1	1	444
9	1	1	1	1	364
10	1	1	1	1	499
11	1	1	1	1	861
12	1	1	1	1	1021
13	1	1	1	1	915
14	1	1	1	1	183
15	1	1	1	1	436
0	1	1	1	1	480
1	1	1	1	1	376
2	1	1	1	1	460
3	1	1	1	1	406
4	1	1	1	1	452
5	1	1	1	1	423
6	1	1	1	1	467
7	1	1	1	1	443
8	1	1	1	1	485
9	1	1	1	1	463
10	1	1	1	1	512
11	1	1	1	1	489
12	1	1	1	1	536
13	1	1	1	1	519
14	1	1	1	1	568
15	1	1	1	1	547
0	1	1	1	1	585
1	1	1	1	1	551
2	1	1	1	1	588
3	1	1	1	1	532
4	1	1	1	1	543
5	1	1	1	1	479
6	1	1	1	1	489
7	1	1	1	1	437
8	1	1	1	1	464
9	1	1	1	1	419
10	1	1	1	1	455
11	1	1	1	1	417
12	1	1	1	1	463
13	1	1	1	1	422
14	1	1	1	1	463
15	1	1	1	1	432
0	1	1	1	1	473
1	1	1	1	1	439
2	1	1	1	1	480
3	1	1	1	1	444
4	1	1	1	1	486
5	1	1	1	1	441
6	1	1	1	1	480
7	1	1	1	1	441
8	1	1	1	1	476
9	1	1	1	1	434
10	1	1	1	1	476
11	1	1	1	1	449
12	1	1	1	1	519
13	1	1	1	1	492
14	1	1	1	1	560
